tail_number,company_name,icao24,flight_date,departure_time,arrival_time,flight_duration_min,estDepartureAirport,dep_airport_name,dep_city,dep_country,dep_lat,dep_lon,estArrivalAirport,arr_airport_name,arr_city,arr_country,arr_lat,arr_lon
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-19,2025-03-19 12:44:36+00:00,2025-03-19 13:28:27+00:00,43.8,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-19,2025-03-19 11:38:10+00:00,2025-03-19 12:07:24+00:00,29.2,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-18,2025-03-18 14:12:30+00:00,2025-03-18 15:04:21+00:00,51.8,KTKI,McKinney National Airport,Dallas,US,33.177898,-96.5905,2MO1,Bird Field,Willard,US,37.31999969482422,-93.4198989868164
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-18,2025-03-18 12:39:46+00:00,2025-03-18 13:35:19+00:00,55.6,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KTKI,McKinney National Airport,Dallas,US,33.177898,-96.5905
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-21,2025-03-21 21:45:54+00:00,2025-03-21 22:36:36+00:00,50.7,KTKI,McKinney National Airport,Dallas,US,33.177898,-96.5905,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-21,2025-03-21 20:23:17+00:00,2025-03-21 21:17:07+00:00,53.8,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KTKI,McKinney National Airport,Dallas,US,33.177898,-96.5905
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-26,2025-03-26 21:01:19+00:00,2025-03-26 21:32:58+00:00,31.6,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-26,2025-03-26 13:00:40+00:00,2025-03-26 13:33:24+00:00,32.7,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KSUS,Spirit of St Louis Airport,St Louis,US,38.662102,-90.652
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-29,2025-03-29 19:25:45+00:00,2025-03-29 20:05:36+00:00,39.8,KSGF,Springfield Branson National Airport,Springfield,US,37.245047,-93.388596,KM01,General Dewitt Spain Airport,Memphis,US,35.200699,-90.054001
N923GS,"GREAT SOUTHERN BANCORP, INC.",acc9f6,2025-03-30,2025-03-30 03:42:28+00:00,2025-03-30 04:21:49+00:00,39.4,MS00,,,,,,2MO1,Bird Field,Willard,US,37.31999969482422,-93.4198989868164
