Date,FWONA,NWL,WDAY,^GSPC
2024-11-11,75.30999755859375,8.618159294128418,264.1499938964844,6001.35009765625
2024-11-12,74.9800033569336,8.488700866699219,270.32000732421875,5983.990234375
2024-11-13,78.43000030517578,8.396233558654785,276.510009765625,5985.3798828125
2024-11-14,77.23999786376953,8.285269737243652,271.489990234375,5949.169921875
2024-11-15,74.33000183105469,8.137317657470703,259.4100036621094,5870.6201171875
2024-11-18,73.62999725341797,8.220541000366211,259.3599853515625,5893.6201171875
2024-11-19,74.30999755859375,8.15581226348877,259.8999938964844,5916.97998046875
2024-11-20,77.0,8.174306869506836,259.44000244140625,5917.10986328125
2024-11-21,78.1500015258789,8.266775131225586,268.07000732421875,5948.7099609375
2024-11-22,77.44999694824219,8.433220863342285,267.75,5969.33984375
2024-11-25,80.73999786376953,8.895567893981934,267.69000244140625,5987.3701171875
2024-11-26,80.51000213623047,8.6366548538208,270.19000244140625,6021.6298828125
2024-11-27,81.08999633789062,8.840088844299316,253.39999389648438,5998.740234375
2024-11-29,80.9000015258789,8.933238983154297,249.99000549316406,6032.3798828125
2024-12-02,81.22000122070312,9.091595649719238,251.4600067138672,6047.14990234375
2024-12-03,80.77999877929688,9.04502010345459,257.05999755859375,6049.8798828125
2024-12-04,83.48999786376953,9.389680862426758,268.8699951171875,6086.490234375
2024-12-05,84.72000122070312,9.249954223632812,262.70001220703125,6075.10986328125
2024-12-06,85.0,9.603930473327637,266.4200134277344,6090.27001953125
2024-12-09,82.62000274658203,10.721749305725098,279.9100036621094,6052.85009765625
2024-12-10,82.02999877929688,10.833531379699707,270.8800048828125,6034.91015625
2024-12-11,84.7300033569336,10.647229194641113,272.3599853515625,6084.18994140625
2024-12-12,85.66000366210938,10.665857315063477,274.82000732421875,6051.25
2024-12-13,85.75,10.255990982055664,273.6700134277344,6051.08984375
2024-12-16,86.18000030517578,10.097633361816406,278.3500061035156,6074.080078125
2024-12-17,85.5199966430664,9.78091812133789,278.010009765625,6050.60986328125
2024-12-18,83.6500015258789,9.436256408691406,268.92999267578125,5872.16015625
2024-12-19,85.16999816894531,9.231322288513184,266.8299865722656,5867.080078125
2024-12-20,85.27999877929688,9.33379077911377,273.0400085449219,5930.85009765625
2024-12-23,85.30000305175781,9.361736297607422,265.3900146484375,5974.06982421875
2024-12-24,85.62000274658203,9.473518371582031,269.0400085449219,6040.0400390625
2024-12-26,85.97000122070312,9.492146492004395,269.3800048828125,6037.58984375
2024-12-27,84.94000244140625,9.575984954833984,266.239990234375,5970.83984375
2024-12-30,85.12000274658203,9.315160751342773,262.0,5906.93994140625
2024-12-31,84.04000091552734,9.277898788452148,258.0299987792969,5881.6298828125
2025-01-02,83.33999633789062,9.296529769897461,251.83999633789062,5868.5498046875
2025-01-03,83.75,9.3058443069458,252.83999633789062,5942.47021484375
2025-01-06,84.20999908447266,9.473518371582031,254.13999938964844,5975.3798828125
2025-01-07,84.3499984741211,9.361736297607422,249.67999267578125,5909.02978515625
2025-01-08,85.56999969482422,9.166117668151855,254.69000244140625,5918.25
2025-01-10,83.56999969482422,9.091595649719238,249.7100067138672,5827.0400390625
2025-01-13,84.41000366210938,9.04502010345459,246.0,5836.22021484375
2025-01-14,84.58000183105469,9.194062232971191,246.02999877929688,5842.91015625
2025-01-15,83.2699966430664,9.296529769897461,248.57000732421875,5949.91015625
2025-01-16,82.08000183105469,9.464201927185059,250.6999969482422,5937.33984375
2025-01-17,83.27999877929688,9.426941871643066,249.63999938964844,5996.66015625
2025-01-21,82.87999725341797,9.53872299194336,250.72000122070312,6049.240234375
2025-01-22,82.9800033569336,9.464201927185059,253.47999572753906,6086.3701171875
2025-01-23,83.5999984741211,9.697080612182617,255.3000030517578,6118.7099609375
2025-01-24,84.66999816894531,9.929960250854492,258.2799987792969,6101.240234375
2025-01-27,85.47000122070312,9.864753723144531,264.20001220703125,6012.27978515625
2025-01-28,86.83999633789062,9.687766075134277,270.42999267578125,6067.7001953125
2025-01-29,86.70999908447266,9.585298538208008,265.3999938964844,6039.31005859375
2025-01-30,88.2699966430664,9.743656158447266,260.07000732421875,6071.169921875
2025-01-31,88.0199966430664,9.277898788452148,262.05999755859375,6040.52978515625
2025-02-03,88.27999877929688,8.933238983154297,259.7699890136719,5994.56982421875
2025-02-04,87.80000305175781,9.026390075683594,259.7300109863281,6037.8798828125
2025-02-05,87.9800033569336,9.035704612731934,276.1700134277344,6061.47998046875
2025-02-06,92.5199966430664,9.026390075683594,277.82000732421875,6083.56982421875
2025-02-07,92.72000122070312,6.641709327697754,271.8900146484375,6025.990234375
